holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,year,hour,day_of_week,day_of_month,month_name,is_weekend,day_type,month_year
No Holiday,291.47,0.0,0.0,1,clear,sky is clear,2013-08-16 09:00:00,5190,8,2013,9,4,16,August,False,Weekday,2013-08
No Holiday,293.9,0.0,0.0,75,clouds,broken clouds,2013-08-16 10:00:00,4944,8,2013,10,4,16,August,False,Weekday,2013-08
No Holiday,295.15,0.0,0.0,40,clouds,scattered clouds,2013-08-16 11:00:00,5384,8,2013,11,4,16,August,False,Weekday,2013-08
No Holiday,296.64,0.0,0.0,40,clouds,scattered clouds,2013-08-16 12:00:00,5754,8,2013,12,4,16,August,False,Weekday,2013-08
No Holiday,297.41,0.0,0.0,40,clouds,scattered clouds,2013-08-16 13:00:00,5827,8,2013,13,4,16,August,False,Weekday,2013-08
No Holiday,297.92,0.0,0.0,40,clouds,scattered clouds,2013-08-16 14:00:00,5854,8,2013,14,4,16,August,False,Weekday,2013-08
No Holiday,297.47,0.0,0.0,1,clear,sky is clear,2013-08-16 15:00:00,5896,8,2013,15,4,16,August,False,Weekday,2013-08
No Holiday,297.79,0.0,0.0,1,clear,sky is clear,2013-08-16 16:00:00,6197,8,2013,16,4,16,August,False,Weekday,2013-08
No Holiday,298.51,0.0,0.0,1,clear,sky is clear,2013-08-16 17:00:00,5608,8,2013,17,4,16,August,False,Weekday,2013-08
No Holiday,297.51,0.0,0.0,1,clear,sky is clear,2013-08-16 18:00:00,4995,8,2013,18,4,16,August,False,Weekday,2013-08
No Holiday,296.15,0.0,0.0,1,clear,sky is clear,2013-08-16 19:00:00,3618,8,2013,19,4,16,August,False,Weekday,2013-08
No Holiday,293.47,0.0,0.0,1,clear,sky is clear,2013-08-16 20:00:00,3238,8,2013,20,4,16,August,False,Weekday,2013-08
No Holiday,292.07,0.0,0.0,75,clouds,broken clouds,2013-08-16 21:00:00,3349,8,2013,21,4,16,August,False,Weekday,2013-08
No Holiday,290.55,0.0,0.0,90,clouds,overcast clouds,2013-08-16 22:00:00,2802,8,2013,22,4,16,August,False,Weekday,2013-08
No Holiday,289.55,0.0,0.0,90,clouds,overcast clouds,2013-08-16 23:00:00,1887,8,2013,23,4,16,August,False,Weekday,2013-08
No Holiday,290.77,0.0,0.0,90,clouds,overcast clouds,2013-08-17 00:00:00,1237,8,2013,0,5,17,August,True,Weekend,2013-08
No Holiday,288.79,0.0,0.0,90,clouds,overcast clouds,2013-08-17 01:00:00,917,8,2013,1,5,17,August,True,Weekend,2013-08
No Holiday,289.3,0.0,0.0,90,clouds,overcast clouds,2013-08-17 02:00:00,553,8,2013,2,5,17,August,True,Weekend,2013-08
No Holiday,289.03,0.0,0.0,75,clouds,broken clouds,2013-08-17 03:00:00,397,8,2013,3,5,17,August,True,Weekend,2013-08
No Holiday,287.32,0.0,0.0,1,clear,sky is clear,2013-08-17 04:00:00,457,8,2013,4,5,17,August,True,Weekend,2013-08
No Holiday,288.14,0.0,0.0,1,clear,sky is clear,2013-08-17 05:00:00,881,8,2013,5,5,17,August,True,Weekend,2013-08
No Holiday,286.08,0.0,0.0,1,clear,sky is clear,2013-08-17 06:00:00,1526,8,2013,6,5,17,August,True,Weekend,2013-08
No Holiday,287.38,0.0,0.0,1,clear,sky is clear,2013-08-17 07:00:00,2064,8,2013,7,5,17,August,True,Weekend,2013-08
No Holiday,290.11,0.0,0.0,1,clear,sky is clear,2013-08-17 08:00:00,2941,8,2013,8,5,17,August,True,Weekend,2013-08
No Holiday,293.15,0.0,0.0,1,clear,sky is clear,2013-08-17 09:00:00,3677,8,2013,9,5,17,August,True,Weekend,2013-08
No Holiday,295.51,0.0,0.0,1,clear,sky is clear,2013-08-17 10:00:00,4018,8,2013,10,5,17,August,True,Weekend,2013-08
No Holiday,296.83,0.0,0.0,40,clouds,scattered clouds,2013-08-17 11:00:00,4506,8,2013,11,5,17,August,True,Weekend,2013-08
No Holiday,297.87,0.0,0.0,40,clouds,scattered clouds,2013-08-17 12:00:00,4615,8,2013,12,5,17,August,True,Weekend,2013-08
No Holiday,297.56,0.0,0.0,40,clouds,scattered clouds,2013-08-17 13:00:00,4680,8,2013,13,5,17,August,True,Weekend,2013-08
No Holiday,298.15,0.0,0.0,40,clouds,scattered clouds,2013-08-17 14:00:00,4721,8,2013,14,5,17,August,True,Weekend,2013-08
No Holiday,298.47,0.0,0.0,1,clear,sky is clear,2013-08-17 15:00:00,4728,8,2013,15,5,17,August,True,Weekend,2013-08
No Holiday,298.87,0.0,0.0,40,clouds,scattered clouds,2013-08-17 16:00:00,4575,8,2013,16,5,17,August,True,Weekend,2013-08
No Holiday,297.87,0.0,0.0,1,clear,sky is clear,2013-08-17 17:00:00,4459,8,2013,17,5,17,August,True,Weekend,2013-08
No Holiday,297.51,0.0,0.0,40,clouds,scattered clouds,2013-08-17 18:00:00,3934,8,2013,18,5,17,August,True,Weekend,2013-08
No Holiday,296.15,0.0,0.0,1,clear,sky is clear,2013-08-17 19:00:00,3332,8,2013,19,5,17,August,True,Weekend,2013-08
No Holiday,293.51,0.0,0.0,1,clear,sky is clear,2013-08-17 20:00:00,3114,8,2013,20,5,17,August,True,Weekend,2013-08
No Holiday,290.37,0.0,0.0,1,clear,sky is clear,2013-08-17 21:00:00,3192,8,2013,21,5,17,August,True,Weekend,2013-08
No Holiday,289.12,0.0,0.0,1,clear,sky is clear,2013-08-17 22:00:00,2696,8,2013,22,5,17,August,True,Weekend,2013-08
No Holiday,288.35,0.0,0.0,1,clear,sky is clear,2013-08-17 23:00:00,2251,8,2013,23,5,17,August,True,Weekend,2013-08
No Holiday,287.1,0.0,0.0,1,clear,sky is clear,2013-08-18 00:00:00,1407,8,2013,0,6,18,August,True,Weekend,2013-08
No Holiday,286.61,0.0,0.0,1,clear,sky is clear,2013-08-18 01:00:00,1036,8,2013,1,6,18,August,True,Weekend,2013-08
No Holiday,286.46,0.0,0.0,0,mist,mist,2013-08-18 03:00:00,420,8,2013,3,6,18,August,True,Weekend,2013-08
No Holiday,286.6,0.0,0.0,0,clear,sky is clear,2013-08-18 04:00:00,301,8,2013,4,6,18,August,True,Weekend,2013-08
No Holiday,286.73,0.0,0.0,0,clear,sky is clear,2013-08-18 05:00:00,587,8,2013,5,6,18,August,True,Weekend,2013-08
No Holiday,286.74,0.0,0.0,0,clear,sky is clear,2013-08-18 06:00:00,951,8,2013,6,6,18,August,True,Weekend,2013-08
No Holiday,286.73,0.0,0.0,0,clear,sky is clear,2013-08-18 07:00:00,1179,8,2013,7,6,18,August,True,Weekend,2013-08
No Holiday,288.97,0.0,0.0,0,clear,sky is clear,2013-08-18 08:00:00,1895,8,2013,8,6,18,August,True,Weekend,2013-08
No Holiday,291.5,0.0,0.0,0,clear,sky is clear,2013-08-18 09:00:00,2805,8,2013,9,6,18,August,True,Weekend,2013-08
No Holiday,294.23,0.0,0.0,0,clear,sky is clear,2013-08-18 10:00:00,3568,8,2013,10,6,18,August,True,Weekend,2013-08
No Holiday,296.23,0.0,0.0,0,clear,sky is clear,2013-08-18 11:00:00,4273,8,2013,11,6,18,August,True,Weekend,2013-08
No Holiday,297.99,0.0,0.0,0,clear,sky is clear,2013-08-18 12:00:00,4581,8,2013,12,6,18,August,True,Weekend,2013-08
No Holiday,298.53,0.0,0.0,0,clear,sky is clear,2013-08-18 13:00:00,4519,8,2013,13,6,18,August,True,Weekend,2013-08
No Holiday,299.29,0.0,0.0,0,clear,sky is clear,2013-08-18 14:00:00,4378,8,2013,14,6,18,August,True,Weekend,2013-08
No Holiday,299.82,0.0,0.0,0,clear,sky is clear,2013-08-18 15:00:00,4601,8,2013,15,6,18,August,True,Weekend,2013-08
No Holiday,299.65,0.0,0.0,0,clear,sky is clear,2013-08-18 16:00:00,4489,8,2013,16,6,18,August,True,Weekend,2013-08
No Holiday,300.24,0.0,0.0,40,clouds,scattered clouds,2013-08-18 17:00:00,4423,8,2013,17,6,18,August,True,Weekend,2013-08
No Holiday,299.38,0.0,0.0,0,clear,sky is clear,2013-08-18 18:00:00,4007,8,2013,18,6,18,August,True,Weekend,2013-08
No Holiday,298.67,0.0,0.0,0,clear,sky is clear,2013-08-18 19:00:00,3545,8,2013,19,6,18,August,True,Weekend,2013-08
No Holiday,297.11,0.0,0.0,0,clear,sky is clear,2013-08-18 20:00:00,3282,8,2013,20,6,18,August,True,Weekend,2013-08
No Holiday,294.46,0.0,0.0,0,clear,sky is clear,2013-08-18 21:00:00,2851,8,2013,21,6,18,August,True,Weekend,2013-08
No Holiday,292.5,0.0,0.0,0,clear,sky is clear,2013-08-18 22:00:00,1949,8,2013,22,6,18,August,True,Weekend,2013-08
No Holiday,292.03,0.0,0.0,0,clear,sky is clear,2013-08-18 23:00:00,1190,8,2013,23,6,18,August,True,Weekend,2013-08
No Holiday,291.58,0.0,0.0,0,clear,sky is clear,2013-08-19 00:00:00,660,8,2013,0,0,19,August,False,Weekday,2013-08
No Holiday,290.91,0.0,0.0,0,clear,sky is clear,2013-08-19 01:00:00,382,8,2013,1,0,19,August,False,Weekday,2013-08
No Holiday,290.45,0.0,0.0,0,clear,sky is clear,2013-08-19 02:00:00,307,8,2013,2,0,19,August,False,Weekday,2013-08
No Holiday,290.02,0.0,0.0,0,clear,sky is clear,2013-08-19 03:00:00,358,8,2013,3,0,19,August,False,Weekday,2013-08
No Holiday,290.04,0.0,0.0,0,clear,sky is clear,2013-08-19 04:00:00,859,8,2013,4,0,19,August,False,Weekday,2013-08
No Holiday,288.73,0.0,0.0,0,clear,sky is clear,2013-08-19 05:00:00,2851,8,2013,5,0,19,August,False,Weekday,2013-08
No Holiday,288.04,0.0,0.0,0,clear,sky is clear,2013-08-19 06:00:00,5770,8,2013,6,0,19,August,False,Weekday,2013-08
No Holiday,288.8,0.0,0.0,0,clear,sky is clear,2013-08-19 07:00:00,6655,8,2013,7,0,19,August,False,Weekday,2013-08
No Holiday,289.62,0.0,0.0,0,clear,sky is clear,2013-08-19 08:00:00,5979,8,2013,8,0,19,August,False,Weekday,2013-08
No Holiday,291.9,0.0,0.0,0,clear,sky is clear,2013-08-19 09:00:00,5039,8,2013,9,0,19,August,False,Weekday,2013-08
No Holiday,294.38,0.0,0.0,0,clear,sky is clear,2013-08-19 10:00:00,4652,8,2013,10,0,19,August,False,Weekday,2013-08
No Holiday,297.16,0.0,0.0,5,clear,sky is clear,2013-08-19 11:00:00,5077,8,2013,11,0,19,August,False,Weekday,2013-08
No Holiday,298.69,0.0,0.0,20,clouds,few clouds,2013-08-19 12:00:00,5284,8,2013,12,0,19,August,False,Weekday,2013-08
No Holiday,299.08,0.0,0.0,20,clouds,few clouds,2013-08-19 13:00:00,5151,8,2013,13,0,19,August,False,Weekday,2013-08
No Holiday,299.83,0.0,0.0,20,clouds,few clouds,2013-08-19 14:00:00,5419,8,2013,14,0,19,August,False,Weekday,2013-08
No Holiday,300.25,0.0,0.0,44,clouds,scattered clouds,2013-08-19 15:00:00,5708,8,2013,15,0,19,August,False,Weekday,2013-08
No Holiday,300.12,0.0,0.0,44,clouds,scattered clouds,2013-08-19 16:00:00,6116,8,2013,16,0,19,August,False,Weekday,2013-08
No Holiday,300.11,0.0,0.0,44,clouds,scattered clouds,2013-08-19 17:00:00,5796,8,2013,17,0,19,August,False,Weekday,2013-08
No Holiday,299.56,0.0,0.0,44,clouds,scattered clouds,2013-08-19 18:00:00,4564,8,2013,18,0,19,August,False,Weekday,2013-08
No Holiday,298.86,0.0,0.0,44,clouds,scattered clouds,2013-08-19 19:00:00,3371,8,2013,19,0,19,August,False,Weekday,2013-08
No Holiday,297.09,0.0,0.0,44,clouds,scattered clouds,2013-08-19 20:00:00,2939,8,2013,20,0,19,August,False,Weekday,2013-08
No Holiday,295.27,0.0,0.0,0,clear,sky is clear,2013-08-19 21:00:00,2407,8,2013,21,0,19,August,False,Weekday,2013-08
No Holiday,294.46,0.0,0.0,0,clear,sky is clear,2013-08-19 22:00:00,1730,8,2013,22,0,19,August,False,Weekday,2013-08
No Holiday,294.0,0.0,0.0,0,clear,sky is clear,2013-08-19 23:00:00,1183,8,2013,23,0,19,August,False,Weekday,2013-08
No Holiday,293.99,0.0,0.0,0,clear,sky is clear,2013-08-20 00:00:00,659,8,2013,0,1,20,August,False,Weekday,2013-08
No Holiday,293.46,0.0,0.0,0,clear,sky is clear,2013-08-20 01:00:00,444,8,2013,1,1,20,August,False,Weekday,2013-08
No Holiday,293.71,0.0,0.0,0,clear,sky is clear,2013-08-20 02:00:00,294,8,2013,2,1,20,August,False,Weekday,2013-08
No Holiday,293.25,0.0,0.0,36,clouds,scattered clouds,2013-08-20 03:00:00,366,8,2013,3,1,20,August,False,Weekday,2013-08
No Holiday,293.25,0.0,0.0,36,clouds,scattered clouds,2013-08-20 04:00:00,777,8,2013,4,1,20,August,False,Weekday,2013-08
No Holiday,292.74,0.0,0.0,36,clouds,scattered clouds,2013-08-20 05:00:00,3024,8,2013,5,1,20,August,False,Weekday,2013-08
No Holiday,292.34,0.0,0.0,80,clouds,broken clouds,2013-08-20 06:00:00,5895,8,2013,6,1,20,August,False,Weekday,2013-08
No Holiday,292.41,0.0,0.0,80,clouds,broken clouds,2013-08-20 07:00:00,6865,8,2013,7,1,20,August,False,Weekday,2013-08
No Holiday,292.18,0.0,0.0,80,clouds,broken clouds,2013-08-20 08:00:00,6168,8,2013,8,1,20,August,False,Weekday,2013-08
No Holiday,293.41,0.0,0.0,92,clouds,overcast clouds,2013-08-20 09:00:00,5438,8,2013,9,1,20,August,False,Weekday,2013-08
No Holiday,294.81,0.0,0.0,92,clouds,overcast clouds,2013-08-20 10:00:00,4670,8,2013,10,1,20,August,False,Weekday,2013-08
No Holiday,295.89,0.0,0.0,75,clouds,broken clouds,2013-08-20 11:00:00,5151,8,2013,11,1,20,August,False,Weekday,2013-08
No Holiday,297.9,0.0,0.0,24,clouds,few clouds,2013-08-20 12:00:00,5158,8,2013,12,1,20,August,False,Weekday,2013-08
No Holiday,299.96,0.0,0.0,24,clouds,few clouds,2013-08-20 13:00:00,5295,8,2013,13,1,20,August,False,Weekday,2013-08
No Holiday,301.41,0.0,0.0,24,clouds,few clouds,2013-08-20 14:00:00,5502,8,2013,14,1,20,August,False,Weekday,2013-08
No Holiday,302.28,0.0,0.0,0,clear,sky is clear,2013-08-20 15:00:00,6005,8,2013,15,1,20,August,False,Weekday,2013-08
No Holiday,302.99,0.0,0.0,0,clear,sky is clear,2013-08-20 16:00:00,6523,8,2013,16,1,20,August,False,Weekday,2013-08
No Holiday,302.29,0.0,0.0,0,clear,sky is clear,2013-08-20 17:00:00,6230,8,2013,17,1,20,August,False,Weekday,2013-08
No Holiday,301.77,0.0,0.0,44,clouds,scattered clouds,2013-08-20 18:00:00,4691,8,2013,18,1,20,August,False,Weekday,2013-08
No Holiday,300.73,0.0,0.0,44,clouds,scattered clouds,2013-08-20 19:00:00,3592,8,2013,19,1,20,August,False,Weekday,2013-08
No Holiday,299.5,0.0,0.0,44,clouds,scattered clouds,2013-08-20 20:00:00,3190,8,2013,20,1,20,August,False,Weekday,2013-08
No Holiday,298.06,0.0,0.0,0,clear,sky is clear,2013-08-20 21:00:00,2824,8,2013,21,1,20,August,False,Weekday,2013-08
No Holiday,298.26,0.0,0.0,0,clear,sky is clear,2013-08-20 22:00:00,1854,8,2013,22,1,20,August,False,Weekday,2013-08
No Holiday,297.74,0.0,0.0,0,clear,sky is clear,2013-08-20 23:00:00,1167,8,2013,23,1,20,August,False,Weekday,2013-08
No Holiday,296.82,0.0,0.0,0,clear,sky is clear,2013-08-21 00:00:00,683,8,2013,0,2,21,August,False,Weekday,2013-08
No Holiday,296.16,0.0,0.0,0,clear,sky is clear,2013-08-21 01:00:00,399,8,2013,1,2,21,August,False,Weekday,2013-08
No Holiday,295.76,0.0,0.0,0,clear,sky is clear,2013-08-21 02:00:00,330,8,2013,2,2,21,August,False,Weekday,2013-08
No Holiday,295.37,0.0,0.0,8,clear,sky is clear,2013-08-21 03:00:00,356,8,2013,3,2,21,August,False,Weekday,2013-08
No Holiday,295.51,0.0,0.0,8,clear,sky is clear,2013-08-21 04:00:00,850,8,2013,4,2,21,August,False,Weekday,2013-08
No Holiday,294.85,0.0,0.0,8,clear,sky is clear,2013-08-21 05:00:00,3069,8,2013,5,2,21,August,False,Weekday,2013-08
No Holiday,294.37,0.0,0.0,44,clouds,scattered clouds,2013-08-21 06:00:00,6159,8,2013,6,2,21,August,False,Weekday,2013-08
No Holiday,294.2,0.0,0.0,44,clouds,scattered clouds,2013-08-21 07:00:00,6714,8,2013,7,2,21,August,False,Weekday,2013-08
No Holiday,294.99,0.0,0.0,44,clouds,scattered clouds,2013-08-21 08:00:00,6262,8,2013,8,2,21,August,False,Weekday,2013-08
No Holiday,296.34,0.0,0.0,68,clouds,broken clouds,2013-08-21 09:00:00,5371,8,2013,9,2,21,August,False,Weekday,2013-08
No Holiday,297.93,0.0,0.0,68,clouds,broken clouds,2013-08-21 10:00:00,5005,8,2013,10,2,21,August,False,Weekday,2013-08
No Holiday,299.68,0.0,0.0,68,clouds,broken clouds,2013-08-21 11:00:00,5406,8,2013,11,2,21,August,False,Weekday,2013-08
No Holiday,302.54,0.0,0.0,0,clear,sky is clear,2013-08-21 13:00:00,5398,8,2013,13,2,21,August,False,Weekday,2013-08
No Holiday,303.83,0.0,0.0,0,clear,sky is clear,2013-08-21 14:00:00,5604,8,2013,14,2,21,August,False,Weekday,2013-08
No Holiday,304.15,0.0,0.0,0,clear,sky is clear,2013-08-21 15:00:00,6111,8,2013,15,2,21,August,False,Weekday,2013-08
No Holiday,303.69,0.0,0.0,0,clear,sky is clear,2013-08-21 16:00:00,6702,8,2013,16,2,21,August,False,Weekday,2013-08
No Holiday,303.61,0.0,0.0,0,clear,sky is clear,2013-08-21 17:00:00,6104,8,2013,17,2,21,August,False,Weekday,2013-08
No Holiday,302.76,0.0,0.0,0,clear,sky is clear,2013-08-21 18:00:00,4940,8,2013,18,2,21,August,False,Weekday,2013-08
No Holiday,302.45,0.0,0.0,0,clear,sky is clear,2013-08-21 19:00:00,3666,8,2013,19,2,21,August,False,Weekday,2013-08
No Holiday,301.13,0.0,0.0,0,clear,sky is clear,2013-08-21 20:00:00,3192,8,2013,20,2,21,August,False,Weekday,2013-08
No Holiday,299.44,0.0,0.0,0,clear,sky is clear,2013-08-21 21:00:00,2876,8,2013,21,2,21,August,False,Weekday,2013-08
No Holiday,298.74,0.0,0.0,0,clear,sky is clear,2013-08-21 22:00:00,1898,8,2013,22,2,21,August,False,Weekday,2013-08
No Holiday,297.7,0.0,0.0,0,clear,sky is clear,2013-08-21 23:00:00,1202,8,2013,23,2,21,August,False,Weekday,2013-08
State Fair,297.42,0.0,0.0,12,clouds,few clouds,2013-08-22 00:00:00,661,8,2013,0,3,22,August,False,Weekday,2013-08
No Holiday,297.42,0.0,0.0,12,clouds,few clouds,2013-08-22 01:00:00,385,8,2013,1,3,22,August,False,Weekday,2013-08
No Holiday,297.09,0.0,0.0,12,clouds,few clouds,2013-08-22 02:00:00,302,8,2013,2,3,22,August,False,Weekday,2013-08
No Holiday,296.89,0.0,0.0,0,clear,sky is clear,2013-08-22 03:00:00,374,8,2013,3,3,22,August,False,Weekday,2013-08
No Holiday,296.34,0.0,0.0,0,clear,sky is clear,2013-08-22 04:00:00,871,8,2013,4,3,22,August,False,Weekday,2013-08
No Holiday,295.95,0.0,0.0,0,clear,sky is clear,2013-08-22 05:00:00,3145,8,2013,5,3,22,August,False,Weekday,2013-08
No Holiday,295.45,0.0,0.0,0,mist,mist,2013-08-22 06:00:00,6188,8,2013,6,3,22,August,False,Weekday,2013-08
No Holiday,295.34,0.0,0.0,0,mist,mist,2013-08-22 07:00:00,6823,8,2013,7,3,22,August,False,Weekday,2013-08
No Holiday,295.74,0.0,0.0,0,mist,mist,2013-08-22 08:00:00,4343,8,2013,8,3,22,August,False,Weekday,2013-08
No Holiday,296.81,0.0,0.0,32,clouds,scattered clouds,2013-08-22 09:00:00,6063,8,2013,9,3,22,August,False,Weekday,2013-08
No Holiday,298.39,0.0,0.0,32,clouds,scattered clouds,2013-08-22 10:00:00,5022,8,2013,10,3,22,August,False,Weekday,2013-08
No Holiday,299.9,0.0,0.0,32,clouds,scattered clouds,2013-08-22 11:00:00,5205,8,2013,11,3,22,August,False,Weekday,2013-08
No Holiday,300.43,0.0,0.0,76,clouds,broken clouds,2013-08-22 12:00:00,5462,8,2013,12,3,22,August,False,Weekday,2013-08
No Holiday,301.24,0.0,0.0,75,clouds,broken clouds,2013-08-22 13:00:00,5492,8,2013,13,3,22,August,False,Weekday,2013-08
No Holiday,301.12,0.0,0.0,76,clouds,broken clouds,2013-08-22 14:00:00,5759,8,2013,14,3,22,August,False,Weekday,2013-08
No Holiday,301.92,0.0,0.0,92,clouds,overcast clouds,2013-08-22 15:00:00,6173,8,2013,15,3,22,August,False,Weekday,2013-08
No Holiday,301.65,0.0,0.0,92,haze,haze,2013-08-22 16:00:00,6346,8,2013,16,3,22,August,False,Weekday,2013-08
No Holiday,302.28,0.0,0.0,92,rain,light rain,2013-08-22 17:00:00,5786,8,2013,17,3,22,August,False,Weekday,2013-08
No Holiday,302.33,0.51,0.0,0,rain,light rain,2013-08-22 18:00:00,4762,8,2013,18,3,22,August,False,Weekday,2013-08
No Holiday,301.6,0.0,0.0,0,rain,light rain,2013-08-22 19:00:00,3696,8,2013,19,3,22,August,False,Weekday,2013-08
No Holiday,299.34,0.0,0.0,0,rain,light rain,2013-08-22 20:00:00,3320,8,2013,20,3,22,August,False,Weekday,2013-08
No Holiday,297.75,0.0,0.0,12,rain,light rain,2013-08-22 21:00:00,3006,8,2013,21,3,22,August,False,Weekday,2013-08
No Holiday,297.03,0.0,0.0,12,rain,light rain,2013-08-22 22:00:00,2158,8,2013,22,3,22,August,False,Weekday,2013-08
No Holiday,296.17,0.0,0.0,12,rain,light rain,2013-08-22 23:00:00,1425,8,2013,23,3,22,August,False,Weekday,2013-08
No Holiday,295.19,0.0,0.0,12,clouds,few clouds,2013-08-23 00:00:00,797,8,2013,0,4,23,August,False,Weekday,2013-08
No Holiday,294.14,0.0,0.0,12,clouds,few clouds,2013-08-23 01:00:00,499,8,2013,1,4,23,August,False,Weekday,2013-08
No Holiday,293.62,0.0,0.0,12,clouds,few clouds,2013-08-23 02:00:00,369,8,2013,2,4,23,August,False,Weekday,2013-08
No Holiday,292.52,0.0,0.0,0,clear,sky is clear,2013-08-23 03:00:00,379,8,2013,3,4,23,August,False,Weekday,2013-08
No Holiday,293.03,0.0,0.0,0,clear,sky is clear,2013-08-23 04:00:00,864,8,2013,4,4,23,August,False,Weekday,2013-08
No Holiday,291.79,0.0,0.0,0,clear,sky is clear,2013-08-23 06:00:00,5747,8,2013,6,4,23,August,False,Weekday,2013-08
No Holiday,291.96,0.0,0.0,0,clear,sky is clear,2013-08-23 07:00:00,6693,8,2013,7,4,23,August,False,Weekday,2013-08
No Holiday,291.57,0.0,0.0,0,clear,sky is clear,2013-08-23 08:00:00,6247,8,2013,8,4,23,August,False,Weekday,2013-08
No Holiday,292.47,0.0,0.0,48,clouds,scattered clouds,2013-08-23 09:00:00,5702,8,2013,9,4,23,August,False,Weekday,2013-08
No Holiday,294.29,0.0,0.0,48,clouds,scattered clouds,2013-08-23 10:00:00,5417,8,2013,10,4,23,August,False,Weekday,2013-08
No Holiday,296.78,0.0,0.0,48,clouds,scattered clouds,2013-08-23 11:00:00,5660,8,2013,11,4,23,August,False,Weekday,2013-08
No Holiday,298.61,0.0,0.0,36,clouds,scattered clouds,2013-08-23 12:00:00,5925,8,2013,12,4,23,August,False,Weekday,2013-08
No Holiday,300.11,0.0,0.0,36,clouds,scattered clouds,2013-08-23 13:00:00,5871,8,2013,13,4,23,August,False,Weekday,2013-08
No Holiday,300.74,0.0,0.0,36,clouds,scattered clouds,2013-08-23 14:00:00,5820,8,2013,14,4,23,August,False,Weekday,2013-08
No Holiday,301.81,0.0,0.0,48,clouds,scattered clouds,2013-08-23 15:00:00,6129,8,2013,15,4,23,August,False,Weekday,2013-08
No Holiday,301.86,0.0,0.0,48,clouds,scattered clouds,2013-08-23 16:00:00,5976,8,2013,16,4,23,August,False,Weekday,2013-08
No Holiday,302.1,0.0,0.0,48,clouds,scattered clouds,2013-08-23 17:00:00,5307,8,2013,17,4,23,August,False,Weekday,2013-08
No Holiday,301.07,0.0,0.0,0,clear,sky is clear,2013-08-23 18:00:00,4758,8,2013,18,4,23,August,False,Weekday,2013-08
No Holiday,299.87,0.0,0.0,0,clear,sky is clear,2013-08-23 19:00:00,3790,8,2013,19,4,23,August,False,Weekday,2013-08
No Holiday,298.13,0.0,0.0,0,clear,sky is clear,2013-08-23 20:00:00,3326,8,2013,20,4,23,August,False,Weekday,2013-08
No Holiday,294.39,0.0,0.0,0,clear,sky is clear,2013-08-23 21:00:00,3121,8,2013,21,4,23,August,False,Weekday,2013-08
No Holiday,292.71,0.0,0.0,0,clear,sky is clear,2013-08-23 22:00:00,2633,8,2013,22,4,23,August,False,Weekday,2013-08
No Holiday,291.35,0.0,0.0,0,clear,sky is clear,2013-08-23 23:00:00,2096,8,2013,23,4,23,August,False,Weekday,2013-08
No Holiday,289.99,0.0,0.0,0,clear,sky is clear,2013-08-24 01:00:00,792,8,2013,1,5,24,August,True,Weekend,2013-08
No Holiday,290.91,0.0,0.0,1,clear,sky is clear,2013-08-24 02:00:00,548,8,2013,2,5,24,August,True,Weekend,2013-08
No Holiday,288.41,0.0,0.0,0,clear,sky is clear,2013-08-24 03:00:00,422,8,2013,3,5,24,August,True,Weekend,2013-08
No Holiday,288.75,0.0,0.0,1,clear,sky is clear,2013-08-24 05:00:00,1003,8,2013,5,5,24,August,True,Weekend,2013-08
No Holiday,286.06,0.0,0.0,0,clear,sky is clear,2013-08-24 07:00:00,2737,8,2013,7,5,24,August,True,Weekend,2013-08
No Holiday,292.02,0.0,0.0,0,clear,sky is clear,2013-08-24 09:00:00,4258,8,2013,9,5,24,August,True,Weekend,2013-08
No Holiday,294.56,0.0,0.0,0,clear,sky is clear,2013-08-24 10:00:00,4604,8,2013,10,5,24,August,True,Weekend,2013-08
No Holiday,296.92,0.0,0.0,0,clear,sky is clear,2013-08-24 11:00:00,4796,8,2013,11,5,24,August,True,Weekend,2013-08
No Holiday,299.2,0.0,0.0,0,clear,sky is clear,2013-08-24 12:00:00,5154,8,2013,12,5,24,August,True,Weekend,2013-08
No Holiday,301.18,0.0,0.0,1,clear,sky is clear,2013-08-24 13:00:00,4899,8,2013,13,5,24,August,True,Weekend,2013-08
No Holiday,301.8,0.0,0.0,12,clouds,few clouds,2013-08-24 17:00:00,4461,8,2013,17,5,24,August,True,Weekend,2013-08
No Holiday,298.75,0.0,0.0,32,clouds,scattered clouds,2013-08-24 20:00:00,3252,8,2013,20,5,24,August,True,Weekend,2013-08
No Holiday,297.53,0.0,0.0,68,clouds,broken clouds,2013-08-24 21:00:00,3092,8,2013,21,5,24,August,True,Weekend,2013-08
No Holiday,296.75,0.0,0.0,68,clouds,broken clouds,2013-08-24 22:00:00,2709,8,2013,22,5,24,August,True,Weekend,2013-08
No Holiday,295.51,0.0,0.0,88,clouds,overcast clouds,2013-08-25 00:00:00,1547,8,2013,0,6,25,August,True,Weekend,2013-08
No Holiday,294.97,0.0,0.0,80,clouds,broken clouds,2013-08-25 03:00:00,400,8,2013,3,6,25,August,True,Weekend,2013-08
No Holiday,294.84,0.0,0.0,80,clouds,broken clouds,2013-08-25 04:00:00,377,8,2013,4,6,25,August,True,Weekend,2013-08
No Holiday,294.64,0.0,0.0,80,clouds,broken clouds,2013-08-25 05:00:00,719,8,2013,5,6,25,August,True,Weekend,2013-08
